Stn Id,Stn Name,CIMIS Region,Date,Jul,ETo (mm),qc,Precip (mm),qc,Sol Rad (W/sq.m),qc,Avg Vap Pres (kPa),qc,Max Air Temp (C),qc,Min Air Temp (C),qc,Avg Air Temp (C),qc,Max Rel Hum (%),qc,Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Dew Point (C),qc,Avg Wind Speed (m/s),qc,Wind Run (km),qc,Avg Soil Temp (C),qc
242,Staten Island,San Joaquin Valley,7/24/2016,206,6.66, ,0.00, ,344, ,1.7, ,37.2, ,11.4, ,24.1, ,91, ,35, ,56, ,14.8, ,1.4,Y,117.8,Y,19.8, 
242,Staten Island,San Joaquin Valley,7/25/2016,207,6.55, ,0.00, ,342, ,1.5, ,35.5, ,10.8, ,21.9, ,95, ,28, ,56, ,12.8, ,1.6,Y,137.0,Y,20.1, 
242,Staten Island,San Joaquin Valley,7/26/2016,208,6.63, ,0.00, ,417,R,1.8,Y,38.2, ,17.0, ,29.8,Y,96, ,28, ,44,Y,16.2,Y,1.6,Y,135.6,Y,20.1, 
242,Staten Island,San Joaquin Valley,7/27/2016,209,7.22, ,0.00, ,324, ,1.6, ,37.7, ,12.9, ,25.9, ,87, ,23, ,48, ,13.9, ,2.0, ,175.7, ,20.4, 
242,Staten Island,San Joaquin Valley,7/28/2016,210,7.09, ,0.00, ,323, ,1.5, ,36.7, ,14.8, ,25.4, ,88, ,28, ,47, ,13.4, ,2.1, ,184.1, ,20.9, 
242,Staten Island,San Joaquin Valley,7/29/2016,211,7.32, ,0.00, ,322, ,1.5, ,36.7, ,14.5, ,26.0, ,86, ,28, ,44, ,12.9, ,2.5, ,216.1, ,21.2, 
242,Staten Island,San Joaquin Valley,7/30/2016,212,7.28, ,0.00, ,334, ,1.4, ,33.9, ,14.6, ,23.8, ,83, ,27, ,48, ,12.3, ,2.7, ,235.0, ,21.5, 
242,Staten Island,San Joaquin Valley,7/31/2016,213,6.45, ,0.00, ,332, ,1.5, ,30.8, ,10.6, ,20.4, ,96, ,40, ,64, ,13.3, ,2.5, ,217.3, ,21.6, 
242,Staten Island,San Joaquin Valley,8/1/2016,214,6.31, ,0.00, ,332, ,1.5, ,30.5, ,11.3, ,20.3, ,95, ,35, ,62, ,12.7, ,2.4, ,210.5, ,21.5, 
242,Staten Island,San Joaquin Valley,8/2/2016,215,6.21, ,0.00, ,333, ,1.5, ,32.4, ,10.5, ,21.1, ,95, ,33, ,60, ,13.2, ,1.8, ,159.4, ,21.5, 
242,Staten Island,San Joaquin Valley,8/3/2016,216,6.64, ,0.00, ,328, ,1.6, ,34.7, ,12.3, ,22.0, ,90, ,35, ,59, ,13.6, ,2.3, ,195.4, ,21.4, 
242,Staten Island,San Joaquin Valley,8/4/2016,217,6.09, ,0.00, ,333, ,1.4, ,26.3, ,13.0, ,18.1, ,89, ,47, ,68, ,12.0, ,4.0, ,348.6, ,21.4, 
242,Staten Island,San Joaquin Valley,8/5/2016,218,5.69, ,0.00, ,322, ,1.5, ,27.3, ,11.9, ,18.5, ,92, ,44, ,70, ,12.9, ,2.8, ,239.0, ,21.3, 
242,Staten Island,San Joaquin Valley,8/6/2016,219,6.05, ,0.00, ,330, ,1.4, ,29.3, ,8.3,Y,18.5, ,98, ,43, ,68, ,12.5, ,2.4, ,204.1, ,21.1, 
242,Staten Island,San Joaquin Valley,8/7/2016,220,5.93, ,0.00, ,316, ,1.4, ,30.7, ,8.9,Y,19.1, ,97, ,34, ,63, ,11.8, ,1.9, ,162.4, ,20.9, 
242,Staten Island,San Joaquin Valley,8/8/2016,221,6.18, ,0.00, ,303, ,1.4, ,32.0, ,8.9,Y,20.6, ,97, ,32, ,57, ,11.9, ,2.1, ,183.9, ,20.8, 
242,Staten Island,San Joaquin Valley,8/9/2016,222,5.85, ,0.00, ,302, ,1.5, ,32.7, ,10.6, ,20.9, ,91, ,30, ,60, ,12.9, ,1.9, ,167.2, ,20.7, 
242,Staten Island,San Joaquin Valley,8/10/2016,223,5.71, ,0.00, ,293, ,1.5, ,31.8, ,11.1, ,21.0, ,95, ,36, ,62, ,13.4, ,2.3, ,201.4, ,20.8, 
242,Staten Island,San Joaquin Valley,8/11/2016,224,6.13, ,0.00, ,314, ,1.5, ,32.3, ,10.5, ,20.8, ,97, ,35, ,63, ,13.4, ,2.0, ,172.0, ,20.8, 
242,Staten Island,San Joaquin Valley,8/12/2016,225,5.97, ,0.00, ,294, ,1.5, ,34.4, ,11.3, ,21.9, ,94, ,31, ,58, ,13.2, ,1.7, ,144.4, ,20.8, 
242,Staten Island,San Joaquin Valley,8/13/2016,226,6.33, ,0.00, ,290, ,1.4, ,36.1, ,11.7, ,23.6, ,90, ,20, ,48, ,12.0, ,1.7, ,151.1, ,20.9, 
242,Staten Island,San Joaquin Valley,8/14/2016,227,6.29, ,0.00, ,283, ,1.4, ,35.4, ,12.2, ,23.3, ,95, ,24, ,50, ,12.2, ,1.9, ,165.6, ,20.9, 
242,Staten Island,San Joaquin Valley,8/15/2016,228,5.62, ,0.00, ,286, ,1.4, ,32.1, ,10.0,Y,20.2, ,94, ,29, ,61, ,12.5, ,2.0, ,176.8, ,20.9, 
242,Staten Island,San Joaquin Valley,8/16/2016,229,5.67, ,0.00, ,273, ,1.4, ,33.8, ,9.3,Y,21.5, ,97, ,27, ,56, ,12.3, ,1.9, ,165.8, ,20.8, 
242,Staten Island,San Joaquin Valley,8/17/2016,230,5.60, ,0.00, ,280, ,1.5, ,34.4, ,11.9, ,22.5, ,92, ,31, ,57, ,13.5, ,1.6, ,139.7, ,20.8, 
242,Staten Island,San Joaquin Valley,8/18/2016,231,5.75, ,0.00, ,267, ,1.5, ,33.4, ,12.8, ,22.5, ,93, ,29, ,54, ,12.7, ,2.1, ,178.3, ,20.9, 
242,Staten Island,San Joaquin Valley,8/19/2016,232,6.02, ,0.00, ,265, ,1.4, ,30.2, ,13.5, ,21.4, ,86, ,34, ,55, ,12.1, ,3.1, ,269.7, ,21.0, 
242,Staten Island,San Joaquin Valley,8/20/2016,233,5.80, ,0.00, ,270, ,1.4, ,31.0, ,12.8, ,20.9, ,92, ,34, ,59, ,12.5, ,2.8, ,240.5, ,20.9, 
242,Staten Island,San Joaquin Valley,8/21/2016,234,5.70, ,0.00, ,264, ,1.4, ,30.5, ,13.7, ,20.1, ,87, ,29, ,59, ,11.9, ,3.3, ,285.6, ,20.8, 
242,Staten Island,San Joaquin Valley,8/22/2016,235,5.43, ,0.00, ,255, ,1.5, ,29.8, ,12.9, ,20.0, ,88, ,38, ,62, ,12.5, ,3.4, ,289.6, ,20.7, 
242,Staten Island,San Joaquin Valley,8/23/2016,236,5.44, ,0.00, ,267, ,1.5, ,29.0, ,13.5, ,19.6, ,90, ,37, ,64, ,12.6, ,3.4, ,292.7, ,21.7, 
242,Staten Island,San Joaquin Valley,8/24/2016,237,5.41, ,0.00, ,281, ,1.5, ,29.9, ,10.6, ,19.9, ,95, ,36, ,64, ,12.9, ,2.3, ,197.4, ,22.4, 
242,Staten Island,San Joaquin Valley,8/25/2016,238,5.06, ,0.00, ,273, ,1.5, ,29.5, ,11.2, ,19.1, ,95, ,42, ,68, ,13.0, ,2.1, ,183.9, ,21.8, 
242,Staten Island,San Joaquin Valley,8/26/2016,239,4.83, ,0.00, ,246, ,1.6, ,26.0, ,14.3, ,19.0, ,92, ,50, ,72, ,13.8, ,3.8, ,327.3, ,21.5, 
242,Staten Island,San Joaquin Valley,8/27/2016,240,5.11, ,0.00, ,275, ,1.6, ,25.9, ,13.8, ,19.0, ,91, ,50, ,71, ,13.6, ,3.4, ,291.7, ,21.3, 
242,Staten Island,San Joaquin Valley,8/28/2016,241,5.18, ,0.00, ,283, ,1.5, ,30.2, ,12.0, ,19.6, ,95, ,38, ,66, ,13.2, ,2.0, ,173.7, ,21.1, 
242,Staten Island,San Joaquin Valley,8/29/2016,242,5.43, ,0.00, ,274, ,1.4, ,28.9, ,10.4, ,19.1, ,96, ,34, ,64, ,12.2, ,2.6, ,228.6, ,20.9, 
242,Staten Island,San Joaquin Valley,8/30/2016,243,5.83, ,0.00, ,280, ,1.5, ,31.5, ,15.2, ,22.4, ,83, ,31, ,55, ,12.8, ,2.7, ,236.4, ,20.7, 
242,Staten Island,San Joaquin Valley,8/31/2016,244,5.76, ,0.00, ,284, ,1.5, ,29.3, ,13.4, ,21.0, ,85, ,38, ,60, ,12.8, ,2.6, ,222.3, ,20.6, 
242,Staten Island,San Joaquin Valley,9/1/2016,245,5.19, ,0.00, ,282, ,1.5, ,29.1, ,12.3, ,19.5, ,94, ,38, ,67, ,13.3, ,2.0, ,175.1, ,20.5, 
242,Staten Island,San Joaquin Valley,9/2/2016,246,5.16, ,0.00, ,268, ,1.4, ,31.3, ,7.6,Y,19.7, ,98, ,34, ,63, ,12.4, ,1.7, ,150.8, ,20.3, 
242,Staten Island,San Joaquin Valley,9/3/2016,247,5.09, ,0.00, ,262, ,1.3, ,27.2, ,10.9, ,18.5, ,88, ,40, ,63, ,11.2, ,2.4, ,203.8, ,20.1, 
242,Staten Island,San Joaquin Valley,9/4/2016,248,4.73, ,0.00, ,266, ,1.3, ,26.5, ,7.0,Y,17.4, ,95, ,44, ,66, ,10.9, ,1.8, ,152.9, ,19.9, 
242,Staten Island,San Joaquin Valley,9/5/2016,249,5.54, ,0.00, ,269, ,1.2, ,29.8, ,7.7,Y,18.7, ,95, ,30, ,56, ,9.8, ,2.0, ,175.3, ,19.6, 
242,Staten Island,San Joaquin Valley,9/6/2016,250,5.10, ,0.00, ,261, ,1.3, ,34.0, ,9.0, ,20.5, ,91, ,26, ,54, ,11.0, ,1.3, ,108.8, ,19.4, 
242,Staten Island,San Joaquin Valley,9/7/2016,251,5.25, ,0.00, ,260, ,1.4, ,35.0, ,10.0, ,22.5, ,90, ,27, ,51, ,12.0, ,1.4, ,117.6, ,19.4, 
242,Staten Island,San Joaquin Valley,9/8/2016,252,5.20, ,0.00, ,258, ,1.5, ,28.9, ,10.9, ,19.8, ,87, ,41, ,64, ,12.8, ,2.6, ,221.5, ,19.7, 
242,Staten Island,San Joaquin Valley,9/9/2016,253,4.99, ,0.00, ,257, ,1.5, ,32.5, ,9.7, ,20.2, ,97, ,35, ,63, ,12.8, ,1.7, ,151.0, ,19.8, 
242,Staten Island,San Joaquin Valley,9/10/2016,254,4.98, ,0.00, ,252, ,1.4, ,31.6, ,10.4, ,20.0, ,94, ,36, ,61, ,12.1, ,2.1, ,181.6, ,19.8, 
242,Staten Island,San Joaquin Valley,9/11/2016,255,4.79, ,0.00, ,249, ,1.4, ,24.9, ,12.9, ,17.7, ,87, ,49, ,69, ,11.9, ,3.9, ,336.1, ,19.8, 
242,Staten Island,San Joaquin Valley,9/12/2016,256,4.76, ,0.00, ,260, ,1.3, ,23.0, ,11.6, ,16.0, ,89, ,48, ,70, ,10.7, ,3.8, ,332.0, ,19.8, 
242,Staten Island,San Joaquin Valley,9/13/2016,257,4.25,H,0.00,H,224,H,1.2,H,25.2, ,12.0, ,18.4,H,94,H,36,H,58, ,9.9, ,1.6,H,137.9,H,19.5,H
242,Staten Island,San Joaquin Valley,9/14/2016,258,4.38, ,0.00, ,153, ,1.3, ,28.6, ,12.8, ,20.1, ,98, ,34, ,54, ,10.4, ,1.8, ,155.0, ,19.3, 
242,Staten Island,San Joaquin Valley,9/15/2016,259,4.58, ,0.00, ,250, ,1.3, ,31.3, ,7.2,Y,18.5, ,97, ,32, ,61, ,10.8, ,1.4, ,120.1, ,19.2, 
242,Staten Island,San Joaquin Valley,9/16/2016,260,4.46, ,0.00, ,247, ,1.3, ,32.7, ,7.5,Y,18.7, ,95, ,30, ,62, ,11.2, ,1.3, ,109.2, ,19.1, 
242,Staten Island,San Joaquin Valley,9/17/2016,261,4.52, ,0.00, ,248, ,1.4, ,35.3, ,7.1,Y,20.0, ,98, ,26, ,60, ,12.1, ,1.1, ,98.1, ,19.0, 
242,Staten Island,San Joaquin Valley,9/18/2016,262,4.60, ,0.00, ,244, ,1.5, ,38.7,Y,10.2, ,22.7, ,95, ,23, ,53, ,12.5, ,0.9, ,76.1, ,19.0, 
242,Staten Island,San Joaquin Valley,9/19/2016,263,4.37, ,0.00, ,219, ,1.5, ,39.1,Y,11.4, ,23.9, ,93, ,27, ,52, ,13.5, ,1.2, ,105.8, ,19.1, 
242,Staten Island,San Joaquin Valley,9/20/2016,264,5.30, ,0.00, ,235, ,1.2, ,31.0, ,11.5, ,21.7, ,89, ,24, ,45, ,9.1, ,2.2, ,193.2, ,19.3, 
242,Staten Island,San Joaquin Valley,9/21/2016,265,4.87, ,0.00, ,181, ,1.0, ,25.6, ,14.1, ,19.2, ,66, ,31, ,45, ,7.0, ,3.9, ,336.9, ,19.3, 
242,Staten Island,San Joaquin Valley,9/22/2016,266,4.69, ,0.00, ,237, ,1.1, ,25.3, ,8.7, ,16.5, ,87, ,29, ,56, ,7.8, ,3.0, ,255.8, ,19.1, 
242,Staten Island,San Joaquin Valley,9/23/2016,267,4.89, ,0.00, ,233, ,1.0, ,28.1, ,6.1,Y,17.1, ,95, ,22, ,53, ,7.5, ,2.4, ,211.4, ,18.8, 
242,Staten Island,San Joaquin Valley,9/24/2016,268,4.74, ,0.00, ,234, ,1.3, ,33.3, ,8.9, ,20.1, ,94, ,29, ,56, ,11.2, ,1.8, ,152.9, ,18.6, 
242,Staten Island,San Joaquin Valley,9/25/2016,269,4.24, ,0.00, ,231, ,1.4, ,36.7, ,8.7, ,21.3, ,97, ,24, ,55, ,12.0, ,1.1, ,92.1, ,18.5, 
242,Staten Island,San Joaquin Valley,9/26/2016,270,4.51, ,0.00, ,229, ,1.4, ,38.1, ,10.2, ,23.1, ,96, ,22, ,49, ,11.8, ,1.0, ,90.1, ,18.6, 
242,Staten Island,San Joaquin Valley,9/27/2016,271,4.45, ,0.00, ,224, ,1.3, ,36.8, ,9.9, ,22.1, ,88, ,25, ,47, ,10.4, ,1.3, ,109.1, ,18.7, 
242,Staten Island,San Joaquin Valley,9/28/2016,272,4.38, ,0.00, ,222, ,1.4, ,32.7, ,10.8, ,20.9, ,90, ,27, ,55, ,11.7, ,1.5, ,125.8, ,18.7, 
242,Staten Island,San Joaquin Valley,9/29/2016,273,4.48, ,0.00, ,224, ,1.2, ,28.1, ,8.8, ,17.7, ,96, ,22, ,57, ,9.1, ,2.1, ,179.3, ,18.7, 
242,Staten Island,San Joaquin Valley,9/30/2016,274,4.64, ,0.00, ,220, ,1.1, ,23.2, ,11.0, ,16.2, ,89, ,33, ,60, ,8.6, ,4.3, ,367.9, ,18.6, 
243,Ryde,Sacramento Valley,12/17/2015,351,1.19, ,0.00, ,98, ,0.7, ,13.5, ,-0.1, ,6.2, ,97, ,51, ,76, ,2.3, ,1.5, ,131.2, ,8.3, 
243,Ryde,Sacramento Valley,12/18/2015,352,1.52, ,2.80, ,90, ,0.8, ,13.8, ,-1.0, ,8.1, ,95, ,52, ,73, ,3.6, ,3.1, ,271.9, ,8.5, 
243,Ryde,Sacramento Valley,12/19/2015,353,0.77, ,1.60, ,71, ,1.0, ,14.0, ,3.1, ,8.7, ,99, ,65, ,90, ,7.2, ,2.6, ,220.5, ,9.4, 
243,Ryde,Sacramento Valley,12/20/2015,354,0.65, ,3.60, ,49, ,0.9, ,11.2, ,0.0, ,6.8, ,99, ,72, ,89, ,5.1, ,3.3, ,281.5, ,9.1, 
243,Ryde,Sacramento Valley,12/21/2015,355,0.15, ,9.40, ,15, ,1.1, ,10.2, ,8.3, ,9.4, ,98, ,82, ,92, ,8.2, ,5.9,Y,512.4,Y,9.4, 
243,Ryde,Sacramento Valley,12/22/2015,356,1.35, ,0.80, ,75, ,1.3,Y,17.0, ,9.8, ,13.3,Y,99, ,75, ,86,Y,11.1,Y,5.7, ,492.7, ,10.4, 
243,Ryde,Sacramento Valley,12/23/2015,357,1.40, ,0.00, ,112, ,0.8, ,14.3, ,4.8, ,9.0, ,84, ,46, ,69, ,3.7, ,2.5, ,213.2, ,10.7, 
243,Ryde,Sacramento Valley,12/24/2015,358,1.08, ,3.50, ,76, ,0.8, ,12.5, ,2.8, ,7.5, ,94, ,56, ,80, ,4.3, ,3.7, ,317.0, ,9.9, 
243,Ryde,Sacramento Valley,12/25/2015,359,1.14, ,0.00, ,110, ,0.7, ,10.8, ,-0.3, ,4.6, ,95, ,59, ,81, ,1.6, ,2.1, ,179.8, ,8.9, 
243,Ryde,Sacramento Valley,12/26/2015,360,1.61, ,0.00, ,117, ,0.6, ,11.7, ,-0.5, ,4.7, ,91, ,38, ,67, ,-0.9, ,3.1, ,270.4, ,8.2, 
243,Ryde,Sacramento Valley,12/27/2015,361,0.45, ,0.10, ,62, ,0.7, ,7.4, ,-2.3, ,3.1, ,96, ,73, ,88, ,1.3, ,1.3, ,110.2, ,7.3, 
243,Ryde,Sacramento Valley,12/28/2015,362,1.15, ,0.40, ,106, ,0.7, ,9.6, ,0.5, ,4.8, ,94, ,65, ,83, ,2.2, ,2.4, ,204.4, ,7.6, 
243,Ryde,Sacramento Valley,12/29/2015,363,1.04, ,0.00, ,113, ,0.7, ,10.2, ,-2.6, ,3.8, ,93, ,64, ,83, ,1.1, ,1.3, ,110.9, ,7.3, 
243,Ryde,Sacramento Valley,12/30/2015,364,0.78, ,0.00, ,75, ,0.7, ,9.6, ,-2.3, ,3.9, ,97, ,70, ,85, ,1.6, ,1.9, ,167.0, ,7.1, 
243,Ryde,Sacramento Valley,12/31/2015,365,0.93, ,0.00, ,91, ,0.6, ,10.7, ,-3.4, ,2.1, ,99, ,49, ,83, ,-0.4, ,1.6, ,137.5, ,6.8, 
243,Ryde,Sacramento Valley,1/1/2016,001,1.18, ,0.00, ,87, ,0.5, ,8.6, ,-0.5, ,3.0, ,87, ,45, ,64, ,-3.1, ,2.2, ,186.3, ,6.3, 
243,Ryde,Sacramento Valley,1/2/2016,002,0.88, ,0.00, ,62, ,0.6, ,9.4, ,1.2, ,4.8, ,86, ,54, ,70, ,-0.2, ,1.8, ,151.5, ,6.2,Y
243,Ryde,Sacramento Valley,1/3/2016,003,1.09, ,0.30, ,83, ,0.7, ,13.1, ,0.7, ,6.7, ,92, ,53, ,73, ,2.2, ,1.6, ,141.8, ,6.9, 
243,Ryde,Sacramento Valley,1/4/2016,004,0.61, ,6.20, ,49, ,0.9, ,12.9, ,3.3, ,7.8, ,95, ,75, ,86, ,5.6, ,2.6, ,220.8, ,7.4, 
243,Ryde,Sacramento Valley,1/5/2016,005,0.28, ,23.40, ,33, ,1.1, ,12.0, ,7.9, ,9.8, ,96, ,86, ,92, ,8.5, ,4.2, ,363.1, ,8.5, 
243,Ryde,Sacramento Valley,1/6/2016,006,0.57, ,8.10, ,46, ,1.1, ,11.8, ,8.0, ,9.3, ,96, ,84, ,90, ,7.8, ,5.1,Y,436.7,Y,8.8, 
243,Ryde,Sacramento Valley,1/7/2016,007,0.35, ,0.00, ,45, ,1.0, ,11.4, ,2.3, ,7.7, ,99, ,79, ,92, ,6.5, ,1.4, ,121.0, ,9.1, 
243,Ryde,Sacramento Valley,1/8/2016,008,0.54, ,0.50, ,67, ,0.9, ,10.4, ,0.9, ,5.6, ,100, ,80, ,96, ,5.0, ,1.1, ,96.0, ,8.6, 
243,Ryde,Sacramento Valley,1/9/2016,009,0.62, ,2.80, ,48, ,1.0, ,12.9, ,7.1, ,9.3, ,98, ,70, ,88, ,7.4, ,3.1, ,268.9, ,9.0, 
243,Ryde,Sacramento Valley,1/10/2016,010,0.56, ,1.30, ,57, ,1.1, ,13.7, ,5.7, ,9.4, ,99, ,74, ,93, ,8.3, ,1.9, ,162.7, ,9.7, 
243,Ryde,Sacramento Valley,1/11/2016,011,1.07, ,0.00, ,96, ,1.0, ,15.9, ,4.9, ,9.4, ,99, ,64, ,86, ,7.2, ,1.3, ,108.5, ,9.8, 
243,Ryde,Sacramento Valley,1/12/2016,012,1.07, ,0.00, ,96, ,1.0, ,14.7, ,2.6, ,8.2, ,100, ,72, ,93, ,7.1, ,2.5, ,212.1, ,9.8, 
243,Ryde,Sacramento Valley,1/13/2016,013,1.01, ,4.60, ,71, ,1.1, ,16.4, ,4.1, ,10.9, ,94, ,70, ,83, ,8.2, ,4.3, ,368.2, ,10.1, 
243,Ryde,Sacramento Valley,1/14/2016,014,0.40, ,1.70, ,39, ,1.0, ,11.3, ,2.2, ,7.9, ,100, ,80, ,91, ,6.6, ,2.6, ,225.5, ,9.6, 
243,Ryde,Sacramento Valley,1/15/2016,015,0.68, ,2.40, ,76, ,1.1, ,12.4, ,4.1, ,9.2, ,99, ,81, ,93, ,8.1, ,2.1, ,183.0, ,9.8, 
243,Ryde,Sacramento Valley,1/16/2016,016,0.58, ,5.90, ,49, ,1.2, ,15.3, ,8.1, ,11.5, ,98, ,82, ,92, ,10.2, ,3.2, ,277.9, ,10.3, 
243,Ryde,Sacramento Valley,1/17/2016,017,0.19, ,12.60, ,21, ,1.3, ,13.3, ,10.7, ,12.1, ,97, ,83, ,91, ,10.7, ,3.5, ,305.8, ,10.8, 
243,Ryde,Sacramento Valley,1/18/2016,018,1.28, ,19.80, ,97, ,1.4,Y,17.4, ,11.5,Y,13.8,Y,99, ,69, ,86,Y,11.5,Y,2.3, ,197.7, ,11.7, 
243,Ryde,Sacramento Valley,1/19/2016,019,0.47, ,30.10, ,45, ,1.4,Y,15.8, ,9.4, ,12.7, ,99, ,88, ,95,Y,11.9,Y,4.7, ,408.6, ,12.1, 
243,Ryde,Sacramento Valley,1/20/2016,020,1.11, ,0.10, ,99, ,1.2, ,15.8, ,6.1, ,10.6, ,100, ,71, ,93, ,9.4, ,1.3, ,114.2, ,11.9, 
243,Ryde,Sacramento Valley,1/21/2016,021,0.86, ,0.00, ,68, ,1.3, ,16.9, ,8.2, ,12.0, ,100, ,77, ,92, ,10.6, ,2.1, ,180.2, ,12.0, 
243,Ryde,Sacramento Valley,1/22/2016,022,0.35, ,12.30, ,29, ,1.3, ,14.2, ,11.0,Y,12.5, ,97, ,80, ,89, ,10.8, ,4.1, ,353.6, ,12.1, 
243,Ryde,Sacramento Valley,1/23/2016,023,1.29, ,0.70, ,91, ,1.2, ,15.3, ,8.3, ,11.8, ,95, ,72, ,83, ,9.1, ,3.6, ,308.1, ,12.1, 
243,Ryde,Sacramento Valley,1/24/2016,024,1.32, ,0.00, ,114, ,1.0, ,14.6, ,4.1, ,9.6, ,99, ,67, ,84, ,7.1, ,1.5, ,133.7, ,11.6, 
243,Ryde,Sacramento Valley,1/25/2016,025,1.50, ,0.00, ,116, ,1.1, ,15.7, ,6.5, ,10.7, ,100, ,69, ,88, ,8.9, ,2.1, ,178.7, ,11.7, 
243,Ryde,Sacramento Valley,1/26/2016,026,0.89, ,0.30, ,89, ,1.0, ,15.2, ,3.1, ,8.3, ,100, ,71, ,95, ,7.5, ,1.1, ,96.5, ,11.3, 
243,Ryde,Sacramento Valley,1/27/2016,027,1.54, ,0.10, ,128, ,1.1, ,18.9, ,4.9, ,10.1, ,100, ,61, ,88, ,8.1, ,1.1, ,96.9, ,11.2, 
243,Ryde,Sacramento Valley,1/28/2016,028,0.59, ,0.20, ,60, ,1.1, ,13.6, ,4.1, ,9.5, ,100, ,84, ,95, ,8.8, ,1.8, ,154.3, ,11.1, 
243,Ryde,Sacramento Valley,1/29/2016,029,0.36, ,7.90,R,41, ,1.5,Y,15.0, ,12.2,Y,13.8,Y,98, ,82, ,95,Y,12.9,Y,3.3, ,285.8, ,11.8, 
243,Ryde,Sacramento Valley,1/30/2016,030,1.70, ,0.00, ,123, ,1.1, ,15.9, ,8.9, ,11.8, ,95, ,55, ,78, ,8.2, ,2.6, ,223.0, ,12.3, 
243,Ryde,Sacramento Valley,1/31/2016,031,2.82, ,0.00, ,119, ,0.8, ,13.3, ,7.5, ,9.7, ,89, ,45, ,63, ,3.1, ,5.4,Y,466.0,Y,12.1, 
243,Ryde,Sacramento Valley,2/1/2016,032,3.12, ,0.00, ,151, ,0.6, ,13.1, ,1.3, ,7.5, ,92, ,40, ,55, ,-0.9, ,5.4,Y,469.2,Y,10.5, 
243,Ryde,Sacramento Valley,2/2/2016,033,0.69, ,1.30, ,67, ,0.8, ,10.7, ,3.4, ,6.6, ,96, ,70, ,84, ,4.1, ,2.4, ,206.7, ,9.7, 
243,Ryde,Sacramento Valley,2/3/2016,034,1.07, ,0.00, ,104, ,0.9, ,12.1, ,1.1, ,6.9, ,99, ,68, ,88, ,4.9, ,1.1, ,98.1, ,9.5, 
243,Ryde,Sacramento Valley,2/4/2016,035,1.82, ,0.00, ,140, ,1.0, ,14.6, ,3.7, ,8.8, ,98, ,66, ,85, ,6.4, ,3.0, ,260.0, ,10.1, 
243,Ryde,Sacramento Valley,2/5/2016,036,1.65, ,0.00, ,149, ,0.9, ,16.7, ,1.0, ,8.2, ,100, ,61, ,87, ,6.1, ,1.0, ,87.1, ,9.9, 
243,Ryde,Sacramento Valley,2/6/2016,037,1.93, ,0.00, ,156, ,1.0, ,18.0, ,2.0, ,9.5, ,99, ,57, ,82, ,6.6, ,1.5, ,127.2, ,10.1, 
243,Ryde,Sacramento Valley,2/7/2016,038,1.90, ,0.00, ,157, ,1.1, ,18.7, ,2.4, ,10.3, ,99, ,59, ,84, ,7.7, ,1.2, ,102.9, ,10.5, 
243,Ryde,Sacramento Valley,2/8/2016,039,2.14, ,0.10, ,162, ,1.1, ,22.7,Y,2.8, ,12.0, ,100, ,45, ,78, ,8.4, ,1.2, ,102.3, ,10.9, 
243,Ryde,Sacramento Valley,2/9/2016,040,2.02, ,0.00, ,151, ,1.2, ,23.5,Y,4.3, ,12.3, ,99, ,47, ,83, ,9.4, ,1.2, ,103.7, ,11.3, 
243,Ryde,Sacramento Valley,2/10/2016,041,1.85, ,0.10, ,141, ,1.2, ,21.0, ,3.0, ,11.7, ,100, ,54, ,84, ,9.1, ,1.4, ,123.9, ,11.6, 
243,Ryde,Sacramento Valley,2/11/2016,042,1.77, ,0.00, ,139, ,1.2, ,21.3, ,4.4, ,12.3, ,99, ,61, ,86, ,10.1, ,1.0, ,90.0, ,11.8, 
243,Ryde,Sacramento Valley,2/12/2016,043,1.80, ,0.20, ,141, ,1.3, ,20.8, ,5.4, ,12.4, ,100, ,61, ,89, ,10.5, ,1.2, ,104.9, ,12.1, 
243,Ryde,Sacramento Valley,2/13/2016,044,2.67, ,0.10, ,173, ,1.2, ,22.1,Y,6.1, ,13.4, ,100, ,43, ,77, ,9.4, ,1.9, ,161.2, ,12.4, 
243,Ryde,Sacramento Valley,2/14/2016,045,2.93, ,0.00, ,142, ,1.2, ,23.3,Y,6.8, ,15.4,Y,97,H,50,H,70,Y,10.0,Y,3.4, ,295.3, ,12.5, 
243,Ryde,Sacramento Valley,2/15/2016,046,2.42, ,0.00, ,177, ,1.3, ,23.5,Y,5.5, ,14.2, ,99, ,49, ,78, ,10.5, ,1.2, ,106.2, ,13.0, 
243,Ryde,Sacramento Valley,2/16/2016,047,2.31, ,0.00, ,169, ,1.3, ,22.6,Y,5.7, ,14.1, ,99, ,59, ,83, ,11.3, ,1.1, ,91.1, ,13.2, 
243,Ryde,Sacramento Valley,2/17/2016,048,1.84,R,11.20, ,92, ,1.3, ,21.0, ,9.6, ,15.3,Y,96, ,54, ,75,Y,10.8,Y,3.7, ,319.3, ,13.6,Y
243,Ryde,Sacramento Valley,2/18/2016,049,2.04, ,8.50, ,141, ,1.1, ,16.7, ,6.6, ,11.5, ,96, ,64, ,80, ,8.1, ,3.1, ,263.9, ,13.3, 
243,Ryde,Sacramento Valley,2/19/2016,050,1.72, ,0.00, ,125, ,1.1, ,17.2, ,4.5, ,10.7, ,98, ,56, ,84, ,8.1, ,2.5, ,212.0, ,12.6, 
